Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
Aquisição de EPIS (máscaras FFP2) no âmbito da pandemia da COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";Município de Cascais (505187531);"ENERRE,  LDA (500732680)";"400.000,00 €";05-03-2021;05-03-2021;3 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDczMjkw;false;
Prestação de serviços de enfermagem de testagem da Covid - 19;Ajuste Direto Regime Geral;Aquisição de serviços;"85120000-6, Serviços de prática médica e serviços conexos";Município de Vila Velha de Ródão (506642798);Instituto Politécnico de Castelo Branco (504152980);"4.008,50 €";05-03-2021;04-03-2021;300 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de artigos para equipar os centros de apoio e acolhimento aos sem-abrigo e famílias em isolamento, no âmbito das medidas de combate à propagação do COVID-19 no concelho de Cascais";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39150000-8, Mobiliário e equipamento diverso";Município de Cascais (505187531);"ECONOMIC TRIP, S.L. (B936055988)";"42.640,00 €";05-03-2021;22-02-2021;1 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;17-03-2021;"42.640,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDU5NzIz;false;
"Aquisição de serviços de alojamento e refeições para profissionais de 1.ª linha no âmbito do combate à COVID 19, na modalidade de fornecimento contínuo.";Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";Município de Oeiras (500745943);"Baias e Cais, Lda. (514018410)";"91.172,15 €";05-03-2021;25-02-2021;181 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada para adaptação de instalações no âmbito COVID-19, adaptação das instalações do Laboratório de Exercício e pequenas reparações para da Faculdade de Medicina da ULisboa";Consulta Prévia;Empreitadas de obras públicas;"45454000-4, Obras de reestruturação";Faculdade Medicina Universidade de Lisboa (502662875);"TECNIPRISMA Engenharia, Lda (509766749)";"30.234,72 €";05-03-2021;03-03-2021;30 dias;"Portugal, Lisboa";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDMyMzI5;false;
"Aquisição de computadores portáteis com mochila para apoio às escolas, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico – COVID-19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30210000-4, Máquinas de processamento de dados (hardware)";Município de Vizela (505985217);"Vimaponto, Equipamentos e Serviços de Informática, Lda (503063851)";"25.066,80 €";04-03-2021;12-02-2021;10 dias;"Portugal, Braga, Vizela";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de diverso material, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"79920000-9, Serviços de embalagem e afins";Município de Vizela (505985217);"Prescript Artes Gráficas, unipessoal, Lda. (505473640)";"13.415,00 €";04-03-2021;01-03-2021;10 dias;"Portugal, Braga, Vizela";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aluguer de 1 tenda 10*20*3 mt e de 3 tendas 3*3*2.5 mt pelo período de 3 meses, destinado a apoio ao centro de saúde no processo de vacinação da covid-19";Ajuste Direto Regime Geral;Locação de bens móveis;"44211100-3, Módulos pré-fabricados portáteis";Município de Cinfães (506693651);"Reclacambra - Publicidade e Serviços, Lda. (503359637)";"6.720,00 €";04-03-2021;04-03-2021;90 dias;"Portugal, Viseu, Cinfães";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Serviços para Execução de Desinfeção de Espaços de Jogo e Recreio no âmbito do COVID-19, nos Centros Escolares do Concelho de Rio Maior e Jardim Municipal";Ajuste Direto Regime Geral;Aquisição de serviços;"90921000-9, Serviços de desinfecção e exterminação";Município Rio Maior (505656000);"Luís Miguel Colaço, Sociedade Unipessoal, Lda (514969431)";"9.979,00 €";04-03-2021;19-02-2021;212 dias;"Portugal, Santarém, Rio Maior";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_202637!exportProcedure.action;false;
15U0117821- Aquisição de 1 (um)  Equipamento Portátil de Radiologia Digital para o HFF E.P.E no âmbito do Covid 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33111000-1, Aparelhos para radiologia";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"Med X Ray Sistemas Medicos, Lda (506187071)";"78.435,00 €";03-03-2021;24-02-2021;15 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços para a realização, em contexto laboratorial, de testes de despistagem da doença COVID-19 a amostras provenientes de passageiros com destino final a Região Autónoma da Madeira ao Laboratório AVELAB - Contingência COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"71900000-7, Serviços laboratoriais";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"AVELAB - LABORATÓRIOS MÉDICOS ANÁLISES CLÍNICAS, LDA (501871268)";"350.000,00 €";03-03-2021;08-02-2021;180 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Realização de 400 testes, no âmbito do plano de contingência covid-19, para o ano de 2021";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";Município de Albufeira (503539473);"Aqualab-Laboratório Clínico e de Saúde Pública, Lda. (502802251)";"28.000,00 €";03-03-2021;09-02-2021;326 dias;"Portugal, Faro, Albufeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de kits de máscaras + álcool gel no âmbito das medidas de mitigação da pandemia Covid 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Município de Arruda dos Vinhos (505307685);Formato Magento Lda (510633471);"14.454,45 €";03-03-2021;23-02-2021;20 dias;"Portugal, Lisboa, Arruda dos Vinhos";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_203129!exportProcedure.action;false;
AM/46/2021- Serviços de Gestão de Resíduos Hospitalares Perigosos das salas ADC-COVID-19 ;Ajuste Direto Regime Geral;Aquisição de serviços;"90524400-0, Recolha, transporte e eliminação de resíduos hospitalares";"Administração Regional de Saúde do Algarve, I. P. (503148709)";"AMBIMED - GESTAO AMBIENTAL, LDA (503593427)";"198.277,40 €";03-03-2021;16-02-2021;365 dias;"Portugal, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
040002092021 95 COVID-SARS- COV2 IGG QUANTITATIVO;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"ABBOTT LABORATÓRIOS, LDA. (500006148)";"18.000,00 €";03-03-2021;05-02-2021;5 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;03-03-2021;"18.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 200 computadores para as escolas, munidos de respetivas capas protetoras, no âmbito da doença COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30236000-2, Equipamento informático diverso";Município de Leiria (505181266);"HES - SISTEMAS INFORMÁTICOS, LDª (502130342)";"58.300,00 €";02-03-2021;05-02-2021;5 dias;"Portugal, Leiria, Leiria";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;09-02-2021;"58.300,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-leiria/faces/app/pap/listaDocs.jsp?papId=11205;false;
"Aquisição de equipamento informático para complemento do ensino à distância, no âmbito da pandemia COVID-19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30230000-0, Equipamento informático";Município de Vagos (506912833);"EDUBOX, S.A. (509295967)";"64.000,00 €";02-03-2021;05-02-2021;10 dias;"Portugal, Aveiro, Vagos";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
040002042021 95 COVID 19 TESTES RAPIDOS SARS COV2;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"Menarini Diagnósticos, Lda (502610069)";"66.400,00 €";02-03-2021;01-02-2021;5 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;02-03-2021;"66.400,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
040002132021 95 COVID 19 AQUISIÇÃO DE GASOMETRIAS;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"SIEMENS, LDA. (507925173)";"19.727,60 €";02-03-2021;11-02-2021;5 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;02-03-2021;"19.727,60 €";;;;Não aplicável.;Não aplicável.;false;;false;
REMODELAÇÃO DO SERVIÇO DE PNEUMOLOGIA DO PISO 2 NO HEM NO ÂMBITO DA COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45200000-9, Obras de construção total ou parcial e de engenharia civil";"Centro Hospitalar de Lisboa Ocidental, EPE (CHLO) (507618319)";SOCODEFIL – Sociedade de Construções Manuel Delgado & Filhos Lda (500742219);"22.545,50 €";02-03-2021;02-03-2021;8 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1418504;false;
Ajuste Direto n.º 7137621 Empreitada de Relocalização dos Serviços de Nutrição e Endocrinologia nas Instalações do Antigo SU - Contingência COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45454000-4, Obras de reestruturação";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"CASAIS - Engenharia e Construção, Lda. (500023875)";"159.448,79 €";02-03-2021;01-02-2021;30 dias;"Portugal, Porto, Vila Nova de Gaia";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
CT-21/00216 – Fornecimento contínuo de refeições escolares em regime de take away -COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"15894210-6, Refeições para escolas";Município de Sintra (500051062);"Estevão Luis Salvador, Lda (502786639)";"115.590,00 €";02-03-2021;02-03-2021;15 dias;"Portugal, Lisboa, Sintra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Concurso Público urgente para fornecimento de equipamentos de proteção respiratória individual para a comunidade, no âmbito do plano de contingência COVID-19";Concurso público;Aquisição de bens móveis;"35810000-5, Equipamento individual";Município de Albufeira (503539473);"Enerre Produtos e Representações, Lda. (500732680)";"66.750,00 €";02-03-2021;22-02-2021;20 dias;"Portugal, Faro, Albufeira";Artigo 155.º do Código dos Contratos Públicos;;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_201622!exportProcedure.action;false;
"Aquisição de serviços de Impressão de uma edição especial de Informação Municipal, com o qual serão distribuídos kits com máscaras, no âmbito da campanha pedagógica de prevenção da doença COVID 19, para que o mesmo chegue ao maior número possível de munícipes.";Ajuste Direto Regime Geral;Aquisição de serviços;"79970000-4, Serviços de publicação";Município de Santiago do Cacém (502130040);"Tracos Habeis, Unipessoal, Lda (515975214)";"12.163,80 €";02-03-2021;26-02-2021;90 dias;"Portugal, Setúbal, Santiago do Cacém";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"CONFORME INFORMAÇÃO É NECESSÁRIO A AQUISIÇÃO DE SERVIÇOS PARA RECOLHA E TRATAMENTO DE RESÍDUOS HOSPITALARES, NO ÂMBITO DO PLANO DE CONTINGÊNCIA PARA O NOVO CORONAVIRUS COVID-19 DO HOSPITAL PRISIONAL";Ajuste Direto Regime Geral;Aquisição de serviços;"90000000-7, Serviços relativos a águas residuais, resíduos, limpeza e ambiente";Direção-Geral de Reinserção e Serviços Prisionais (600085171);AMBIPOMBAL PORTUGAL (504154265);"56.250,00 €";02-03-2021;01-02-2021;365 dias;"Portugal, Lisboa, Oeiras";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Raio-X Transportável para Nova Unidade de Internamento COVID 19 - Ajuste Direto N.º 7800281;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33111000-1, Aparelhos para radiologia";"Hospital Garcia de Orta, E. P. E. (506361470)";PHILIPS PORTUGUESA SA (500216843);"78.000,00 €";02-03-2021;02-02-2021;60 dias;"Portugal, Setúbal, Almada";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
212G002012 - Oxigenadores - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33190000-8, Dispositivos e produtos médicos variados";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"GETINGE GROUP PORTUGAL, UNIP LDA (MAQUET PORT) (506819698)";"96.000,00 €";02-03-2021;02-03-2021;304 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
" Aquisição de serviços de limpeza para a Pousada da Juventude - Cruz Vermelha Portuguesa com vista a assegurar a prevenção, contenção, mitigação da infeção epidemiológica por COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"90911000-6, Serviços de limpeza de alojamentos, edifícios e janelas";Município de Lisboa (500051070);"INTERLIMPE - FACILITY SERVICES, S.A (502611057)";"247.520,00 €";01-03-2021;25-02-2021;120 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AD_06/2021 - Aluguer de Contentores para Administração de vacinas - COVID-19.;Ajuste Direto Regime Geral;Aquisição de serviços;"55250000-7, Serviços de aluguer de alojamentos mobilados de curta duração";Município de Resende (506349381);"Alugal, Lda. (508190495)";"6.100,00 €";01-03-2021;15-02-2021;210 dias;"Portugal, Viseu, Resende";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de bens e serviços para a realização de testes para a despistagem do vírus COVID-19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"GESBA - Empresa de Gestão do Sector da Banana, L.da (511278241)";"I.P.R.O. - Instituto de Prevenção e Reabilitação Oral, Lda. (511078978)";"26.975,00 €";01-03-2021;19-02-2021;120 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDcwMzgy;false;
"É NECESSÁRIO A AQUISIÇÃO DE 20 CAMAS E 20 MESAS DE CABECEIRO, NO ÂMBITO DO PLANO DE CONTINGÊNCIA PARA O NOVO  CORONAVIRUS-COVID-19 DO HOSPITAL PRISIONAL.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39000000-2, Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza";Direção-Geral de Reinserção e Serviços Prisionais (600085171);MUNDINTER (500199906);"34.849,40 €";01-03-2021;12-02-2021;30 dias;"Portugal, Lisboa, Oeiras";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98.1113.2021 Prestação Serviços Vigilancia e Segurança H.São Gonçalo - Covid Meses;Ajuste Direto Regime Geral;Aquisição de serviços;"66510000-8, Serviços de seguros";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"COMANSEGUR - Segurança Privada, S.A. (503586579)";"13.500,00 €";01-03-2021;03-02-2021;89 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
