Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
209G001987  - OB empreitada adaptação espaço Serviço Patologia COVID 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45454000-4, Obras de reestruturação";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"RSGD Construção Civil, Unipessoal LDA (516091336)";"93.417,91 €";16-11-2020;16-11-2020;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Fornecimento de refeições/lanches/kit isolamento a disponibilizar pelo Município, no âmbito das medidas de redução de risco de exposição/contágio por covid 19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"15894200-3, Refeições preparadas";Município de Lagos (505170876);Centro Cultura e Desporto Trabalhadores da Câmara Municipal Lagos (501610880);"40.000,00 €";13-11-2020;10-11-2020;365 dias;"Portugal, Faro, Lagos";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_197030!exportProcedure.action;false;
2020-ADRG-AQS -612 Realização de testes diagnóstico à Covid-19- Secção Higiene Urbana;Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";Freguesia de Arroios (510832890);"SYNLABHEALTH II, S.A. (500065012)";"8.550,00 €";13-11-2020;11-11-2020;1 dias;"Portugal, Lisboa, Lisboa";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";Cumprimento integral do contrato;12-11-2020;"8.455,00 €";;"Na totalidade, o serviço ( realização de testes) adquirido foi inferior ao previsto inicialmente .";;Não aplicável.;Não aplicável.;false;;false;
Aj. Direto N.º 35/ISEG/2020-Aquisição de testes COVID 19;Ajuste Direto Regime Geral;Locação de bens móveis;"33696500-0, Reagentes de laboratório";Instituto Superior de Economia e Gestão (502488603);"Hemovision,Lda (509717853)";"19.971,00 €";13-11-2020;29-10-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1281943;false;
2020-ADRG-AQS-594 Realização de testes diagnóstico à Covid-19;Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";Freguesia de Arroios (510832890);"SYNLABHEALTH II, S.A. (500065012)";"5.795,00 €";13-11-2020;20-10-2020;1 dias;"Portugal, Lisboa, Lisboa";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";Cumprimento integral do contrato;21-10-2020;"5.795,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de máscaras comunitárias laváveis, ao abrigo do COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Município Coruche (506722422);"Laços d'Amor Unipessoal, Lda (515286206)";"11.250,00 €";13-11-2020;13-11-2020;15 dias;"Portugal, Santarém, Coruche";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_198673!exportProcedure.action;false;
209G002019 - Empreitada para execução da obra de criação de rede de oxigénio e interligação do depósito à rede de distribuição do Hospital de Santa Maria para fazer face ao Covid-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"LINDE PORTUGAL, LDA (EX-LINDE SOGAS) (500266344)";"15.450,00 €";13-11-2020;13-11-2020;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Recolha e tratamento de resíduos hospitalares COVID19 - outubro de 2020;Ajuste Direto Regime Geral;Aquisição de serviços;"90510000-5, Tratamento e eliminação de resíduos";"Instituto Nacional de Emergência Médica, I. P. (501356126)";"Ambimed-Gestão Ambiental, Limitada (503593427)";"29.712,34 €";12-11-2020;23-10-2020;30 dias;"Portugal, Portugal Continental";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de estruturas modulares de apoio à Urgência do Hospital de S.José - CHULC no âmbito do COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44613000-0, Grandes contentores";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";MBW - Modular Builders Worldwide Lda (515337161);"277.731,00 €";12-11-2020;21-10-2020;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COBRE BOTAS E BARRETE DE CIRURGIÃO EM NÃO TECIDO PARA PLANO CONTIGÊNCIA COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Hospital Garcia de Orta, E. P. E. (506361470)";"ENERRE- PRODUCOES E REPRESENTACOES, LDA (500732680)";"88.300,00 €";12-11-2020;29-10-2020;60 dias;"Portugal, Setúbal, Almada";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DIV MEDICAMENTOS REFORÇO 20% COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"DLA-Farmacêutica,SA. (503894427)";"5.875,00 €";12-11-2020;06-10-2020;365 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Luvas de Nitrilo, no âmbito do COVID-19 para o Hospital Prof. Dr. Fernando Fonseca, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Oxray (508930014);"102.000,00 €";12-11-2020;12-11-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - PATOLOGIA (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";Bioportugal (502380543);"510,00 €";12-11-2020;12-11-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Prestação de serviços de vigilância para locais de apoio à mitigação da Pandemia causada pela COVID - 19;Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Lisboa (500051070);Ronsegur-Rondas e Segurança Lda. (507011724);"116.119,35 €";12-11-2020;19-10-2020;90 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Luvas de Nitrilo, no âmbito do COVID-19 para o Hospital Prof. Dr. Fernando Fonseca, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Oxray (508930014);"60.000,00 €";12-11-2020;09-11-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição do Aluguer de Edificio Modular para apoio à Urgência do Hospital S.José, no âmbito do Surto da pandemia Covid-19, para meses de Julho a Setembro de 2020";Ajuste Direto Regime Geral;Aquisição de serviços;"70220000-9, Serviços de arrendamento ou locação de propriedades não residenciais próprias";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";MBW - Modular Builders Worldwide Lda (515337161);"5.850,00 €";12-11-2020;15-10-2020;90 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Macas para o Serviço de Urgência – 2ª Vaga Covid19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33192160-1, Macas";"Centro Hospitalar do Tâmega e Sousa, E. P. E. (508318262)";Vasconcelos e Freitas Lda. (501054006);"59.400,00 €";12-11-2020;04-11-2020;1 dias;"Portugal, Porto, Penafiel";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Camas para o CHTS – 2ª Vaga Covid19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33192100-3, Camas para medicina";"Centro Hospitalar do Tâmega e Sousa, E. P. E. (508318262)";"IMO - INDUSTRIAS METALURGICAS, S.A. (500136939)";"28.780,00 €";12-11-2020;05-11-2020;1 dias;"Portugal, Porto, Penafiel";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Serviços de limpeza e desinfeção de locais de apoio à mitigação da Pandemia causada pela COVID - 19;Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";Município de Lisboa (500051070);"Euromex - Facility Services, Lda. (502629428)";"22.406,58 €";12-11-2020;02-11-2020;60 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Ajuste direto para locação de contentores para unidade COVID;Ajuste Direto Regime Geral;Locação de bens móveis;"34221000-2, Contentores móveis para usos especiais";Município de Albufeira (503539473);Algeco - Construções Pré Fabricadas  (502721871);"74.987,40 €";12-11-2020;06-11-2020;365 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_197922!exportProcedure.action;false;
Aquisição de mobiliário individual para apetrechamento de várias salas de aula nos Agrupamentos de Escolas do Concelho no âmbito da COVID-19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39121200-8, Mesas";Município de Nelas (506834166);"Decitrel Inovação - Tecnologias para a Educação, SA (507883594)";"11.466,50 €";11-11-2020;11-11-2020;20 dias;"Portugal, Viseu";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDQ1Nzg4;false;
Fornecimento de computadores para teletrabalho - Plano de Contingência COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";Secretaria-Geral da Presidência da República (600000869);"ControlP Unipessoal, Lda (508202507)";"4.026,12 €";11-11-2020;30-10-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://anogov.com;false;
Testes rápidos Covid – 19 para deteção de anticorpos IgG e IgM  ;Consulta Prévia;Aquisição de serviços;"85148000-8, Serviços de análises clínicas";Município de Oleiros (506824152);HEMOBIOLAB-LABORATORIO DE ANALISES CLINICAS LIMITADA (501084614);"15.100,00 €";11-11-2020;28-09-2020;90 dias;"Portugal, Castelo Branco, Oleiros";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de dispensadores de álcool gel manual com pedal no âmbito do COVID 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33191000-5, Aparelhos para esterilização, desinfecção e higiene";Município do Porto (501306099);"GOIZI, LDA (507260325)";"14.490,00 €";11-11-2020;10-11-2020;20 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDQ0NTk2;false;
MATERIAL P/EXECUÇÃO TELHEIRO - COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44100000-1, Materiais de construção e artigos afins";"Unidade Local de Saúde do Baixo Alentejo, E. P. E. (508754275)";PROFIFERRO COMERCIO DE FERRO LDA (514631465);"763,67 €";11-11-2020;09-11-2020;15 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DIVERSO EQUIPAMENTO RX C/ INSTALAÇÃO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33111100-2, Mesa para exames radiológicos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Siemens Healthcare Diagnos,cs, Unipessoal. Lda (507925173)";"422.522,94 €";11-11-2020;29-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 20 mesas em inox para o Serviço de MAE do HDJMG, da ULSNA, EPE – COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39100000-3, Mobiliário";"Unidade Local de Saúde do Norte Alentejano, E. P. E. (508094461)";"ALACER - Mobiliário de escritório, lda (509854028)";"3.700,00 €";11-11-2020;22-10-2020;15 dias;"Portugal, Portalegre";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de testes Covid 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Município de Portimão (505309939);"Aqualab, Laboratório clinico e de Saúde Pública (502802251)";"3.250,00 €";11-11-2020;11-11-2020;49 dias;"Portugal, Faro, Portimão";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_198208!exportProcedure.action;false;
COVID-19–Aquisição  de  Serviços  de  Alojamento  de  Emergência –Zonas de Concentração e Apoio à População (ZCAP) para Utentes da Santa Casa de Misericórdia de Bragança»;Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";Município de Bragança (506215547);"MR. SILVEIRA HOTEL SPA, LDA (510894240)";"15.000,00 €";11-11-2020;27-10-2020;18 dias;"Portugal, Braganca, Bragança";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Serviços de Limpeza (Escolas COVID 19);Consulta Prévia;Aquisição de serviços;"90911200-8, Serviços de limpeza de edifícios";Município do Cartaxo (506780902);"E.C.G.L  Unipessoal, Lda (508351421)";"55.900,00 €";11-11-2020;06-11-2020;60 dias;"Portugal, Santarém, Cartaxo";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_197232!exportProcedure.action;false;
"Aquisição de Fatos de proteção integral (tamanho XL) e Viseiras de proteção, no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca EPE., para o ano de 2020 ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"ENERRE- PRODUCOES E REPRESENTACOES, LDA (500732680)";"134.250,00 €";11-11-2020;10-11-2020;51 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
CAMAS UCI EXTENSÃO COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar de Setúbal, E. P. E. (507606787)";IMO-IND. MET. S.A. (507618319);"20.289,00 €";11-11-2020;10-11-2020;5 dias;"Portugal, Setúbal, Setúbal";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Beneficiação das Instalações Sanitárias da Cirurgia de Homens do Hospital de São José no âmbito do COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";"Santomargo Construções, Lda (507598113)";"28.527,50 €";11-11-2020;27-10-2020;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de equipamentos para ensino à distância no âmbito das medidas _Covid-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"32333200-8, Câmaras de vídeo";Instituto Politécnico de Portalegre (600028348);"Minolta Business Solutions Portugal, Unipessoal, Lda (502120070)";"18.860,00 €";10-11-2020;30-09-2020;90 dias;"Portugal, Portalegre, Portalegre";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Ajuste Direto por Critérios Materiais (Urgência Imperiosa - Plano de Contingência Covid 19) para "" Aquisição de serviços de vigilância para locais de apoio à mitigação da Pandemia causada pela COVID 19""";Ajuste Direto Regime Geral;Aquisição de serviços;"79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";Município de Lisboa (500051070);Ronsegur-Rondas e Segurança Lda. (507011724);"144.813,22 €";10-11-2020;28-07-2020;90 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AM 369/2020 - Aquisição de Equipamento de Amplificação de PCR para o LPSPA - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"38951000-6, Equipamento para reacção de polimerase em cadeia (PCR) em tempo real";"Administração Regional de Saúde do Algarve, I. P. (503148709)";ROCHE SISTEMA DE DIAGNOSTICOS (504282921);"35.000,00 €";10-11-2020;10-11-2020;50 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;31-12-2020;"35.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
